visits,hits,pageviews,transactions,totalTransactionRevenue
1,18,17,1,81.98
3,25,19,1,51.37
1,17,17,1,51.79
22,140,114,1,414.49
2,19,15,1,69.38
1,17,14,1,24.99
2,14,14,1,22.97
1,14,12,1,46.0
1,30,26,1,2.99
2,21,18,1,51.18
1,13,11,1,60.99
1,20,17,1,80.95
1,33,26,1,15.99
7,53,39,1,471.87
4,43,30,1,136.96
1,20,18,1,62.99
1,14,14,1,24.99
4,64,47,1,31.47
1,11,9,1,102.8
1,10,10,1,11.99
2,40,35,1,10.98
7,57,51,1,26.95
4,34,28,1,184.16
3,42,35,1,56.56
2,20,16,1,35.72
23,161,112,2,1750.21
5,42,33,1,602.91
4,37,31,1,109.26
1,13,11,1,32.99
1,12,10,1,31.39
5,37,27,1,47.35
5,29,21,1,245.79
9,91,69,1,106.12
9,63,48,1,266.79
8,37,31,1,262.37
1,8,8,1,46.79
3,57,45,1,100.77
2,25,23,1,23.97
1,20,16,1,52.79
3,23,17,1,60.57
2,46,37,1,33.98
3,43,33,1,200.17
2,15,14,1,17.97
1,36,29,1,33.39
2,18,9,1,12.98
7,57,43,1,70.7
1,22,17,1,18.96
1,12,10,1,13.99
4,35,26,1,81.76
15,73,55,1,206.15
2,27,18,1,51.58
6,42,33,1,219.8
1,13,11,1,201.9
1,13,11,1,49.79
1,14,13,1,22.99
1,15,13,1,46.79
2,19,19,1,44.18
3,48,39,1,29.56
2,56,52,1,33.98
1,28,21,1,104.99
3,57,45,1,7.97
1,13,13,1,67.99
6,42,33,1,131.54
3,41,29,1,37.89
3,26,23,2,46.38
5,51,38,1,26.88
11,76,62,1,1535.41
1,19,17,1,18.99
15,59,41,1,807.44
2,62,48,1,48.97
2,28,20,1,35.98
2,37,29,1,5.59
1,16,16,1,19.99
2,19,17,1,31.98
2,28,22,1,29.98
1,28,23,1,60.99
1,30,23,1,55.99
2,12,12,1,13.98
5,43,33,1,94.2
1,50,37,1,88.99
5,41,31,1,51.89
3,27,21,1,105.97
4,25,21,1,85.96
8,71,52,1,71.39
6,64,52,1,113.94
2,36,32,1,8.49
5,35,25,1,1158.8
4,44,35,1,340.04
1,11,9,1,35.39
1,31,29,1,26.99
5,41,31,1,148.77
2,88,71,1,11.24
4,31,28,1,103.93
2,36,34,1,42.98
1,27,25,1,87.96
1,29,22,1,42.97
14,124,94,2,601.1
7,65,48,1,349.43
3,36,29,1,33.48
2,42,37,1,210.85
1,14,13,1,51.79
4,28,28,1,30.47
6,58,44,1,76.8
2,40,33,1,34.58
2,24,22,1,263.88
3,21,21,1,12.97
10,53,38,1,375.74
5,25,21,1,373.8
8,47,35,1,331.92
1,40,30,1,81.76
6,36,31,1,108.94
1,16,14,1,94.99
2,38,30,1,33.78
2,37,28,1,29.78
1,29,25,1,64.99
1,14,13,1,86.99
1,30,29,1,59.99
1,10,10,1,25.99
7,53,38,1,111.02
4,40,30,1,12.96
2,39,36,1,27.99
3,37,32,1,70.93
2,23,19,1,23.98
6,64,53,1,258.24
1,22,20,1,15.99
1,24,17,1,45.99
2,35,27,1,27.97
1,9,9,1,117.8
2,53,42,1,48.98
11,67,47,1,900.62
25,154,114,2,3013.64
3,35,24,1,74.77
3,32,27,1,19.97
2,27,22,1,32.98
1,23,21,1,31.99
3,35,28,1,120.96
1,18,17,1,553.39
8,70,56,2,821.14
3,25,20,1,165.68
2,32,29,1,43.97
4,21,21,1,60.0
1,16,14,1,562.0
1,62,54,1,19.39
2,18,16,1,33.98
1,18,16,1,49.9
3,29,21,1,11.97
5,45,32,1,183.55
4,38,29,1,80.96
2,19,18,1,9.98
6,35,26,1,414.3
3,29,25,1,47.28
1,18,14,1,59.99
1,9,9,1,13.99
4,30,22,1,159.36
1,47,34,1,64.78
1,26,23,1,59.99
2,48,23,1,503.9
3,21,17,1,71.77
2,61,46,1,21.58
4,30,23,1,89.16
2,32,29,1,77.98
1,41,29,1,36.39
6,38,30,1,200.14
1,33,25,1,63.99
1,27,23,1,11.59
1,36,29,1,26.99
6,39,28,1,166.16
1,12,10,1,36.0
2,28,24,1,21.98
6,57,45,1,105.49
3,51,36,1,37.76
2,23,17,1,38.38
1,22,20,1,110.0
1,34,28,1,64.99
5,10,10,1,145.95
17,91,75,3,983.53
7,49,36,1,613.92
1,16,15,1,18.59
1,12,10,1,76.99
1,18,14,1,79.36
6,46,38,1,293.2
1,16,14,1,1205.85
4,46,36,1,295.5
19,99,73,1,895.08
3,37,28,1,293.8
3,44,34,1,19.57
3,74,52,1,91.58
2,65,54,2,39.98
2,43,41,1,304.25
2,55,48,1,20.98
3,40,34,1,25.97
6,27,24,1,100.88
9,72,52,1,472.69
3,39,34,1,18.48
3,62,49,1,24.48
11,62,54,1,729.3
1,23,19,1,25.99
4,21,18,1,155.03
1,36,26,1,81.99
3,24,20,1,27.48
5,42,31,1,209.89
1,12,10,1,287.95
1,37,28,1,76.99
1,13,13,1,5.59
2,19,18,1,60.75
1,20,18,1,30.18
3,31,25,1,188.65
1,18,18,1,22.99
1,25,20,1,13.99
1,13,11,1,180.88
2,37,33,1,45.98
2,18,16,1,278.7
3,31,24,1,39.37
1,22,20,1,25.99
1,31,28,1,20.99
2,40,32,2,56.0
2,62,53,1,6.49
2,25,21,1,79.98
8,229,165,1,198.42
3,30,24,1,128.97
9,54,40,1,1180.47
1,11,11,1,21.99
1,20,20,1,59.99
3,27,22,1,540.82
2,27,20,1,31.78
1,12,10,1,19.99
4,76,59,1,86.56
6,51,43,1,35.11
1,16,16,1,187.97
9,61,44,1,115.45
1,26,24,1,23.99
3,18,14,1,95.13
1,31,26,1,28.19
1,26,25,1,312.49
3,20,19,1,245.96
2,25,20,1,7.98
9,48,36,1,469.8
2,39,32,1,63.32
2,77,58,1,114.72
4,61,48,1,69.95
1,13,13,1,65.99
5,40,30,1,20.97
6,53,41,1,399.7
1,30,27,1,29.99
1,20,17,1,22.99
9,62,42,1,92.31
2,28,22,1,71.98
1,11,9,1,13.39
2,34,31,1,29.97
2,40,33,1,18.97
2,36,31,1,48.98
1,33,30,1,113.99
1,12,10,1,58.99
3,37,29,1,15.97
3,37,30,1,44.57
11,86,65,1,146.9
10,47,39,1,279.91
1,37,30,1,24.99
1,27,23,1,62.97
3,39,33,1,11.97
4,49,37,1,157.76
1,10,9,1,21.99
2,14,14,1,75.78
3,50,44,1,53.97
3,33,28,1,370.36
1,19,15,1,63.99
1,23,17,1,23.99
4,80,59,1,28.96
1,77,63,1,45.79
2,20,17,1,63.97
1,18,15,1,5.5
2,23,23,1,12.96
2,31,26,1,43.38
1,25,23,1,31.99
2,25,23,1,164.98
3,31,27,1,87.97
1,26,24,1,26.98
2,19,16,1,35.98
4,32,24,1,185.4
2,42,38,1,97.58
2,22,20,1,61.98
1,15,14,1,109.65
3,21,17,1,59.96
2,23,21,1,41.98
1,23,18,1,57.99
1,12,10,1,82.99
5,50,34,1,1074.14
1,53,46,1,35.99
8,52,42,1,223.78
2,55,48,1,13.98
2,28,24,1,159.7
3,46,38,1,35.18
1,29,28,1,21.99
6,74,54,1,210.72
12,57,49,1,489.04
2,32,24,1,58.97
2,26,21,1,66.58
2,22,22,1,38.18
2,51,43,1,68.97
5,67,53,1,76.46
2,24,20,1,29.18
5,52,39,1,81.17
8,61,46,1,197.84
2,25,21,1,42.98
1,38,29,1,25.99
1,15,13,1,28.99
4,50,43,1,117.36
1,14,12,1,102.99
2,22,18,1,39.98
1,20,18,1,249.78
1,28,23,1,630.4
4,66,46,1,87.96
4,26,18,1,36.95
1,16,14,1,27.19
2,22,18,1,301.85
2,41,33,1,118.98
2,18,16,1,21.98
2,23,21,1,423.24
3,21,19,1,35.97
3,20,16,1,1101.0
3,43,41,1,75.97
3,30,29,1,115.33
1,20,18,1,84.99
2,59,37,1,46.98
1,12,12,1,21.99
1,32,26,1,26.99
5,46,35,1,200.18
2,25,23,1,48.18
1,18,16,1,134.35
1,16,14,1,17.99
1,18,15,1,19.99
11,85,58,1,488.03
2,19,15,1,32.58
1,16,14,1,13.79
1,17,15,1,81.99
2,23,19,1,11.98
4,80,56,1,778.59
2,20,18,1,18.19
3,34,28,1,57.37
1,14,14,1,18.99
1,109,53,1,100.99
4,27,25,1,9.75
2,38,31,1,30.58
2,21,17,1,68.9
1,24,24,1,28.99
1,20,15,1,616.5
1,12,12,1,23.99
1,21,18,1,9.5
1,32,26,1,29.98
2,20,17,1,2877.0
3,25,19,1,28.48
3,19,17,1,344.59
1,48,38,1,83.96
4,36,32,1,54.16
1,10,10,1,22.99
1,24,22,1,64.99
3,52,42,1,49.98
3,34,29,1,43.91
13,91,68,2,286.88
1,22,20,1,33.39
1,28,23,1,49.79
2,45,32,1,57.58
1,17,17,1,62.99
10,61,45,1,487.58
1,11,11,1,81.19
6,45,36,1,116.31
2,20,20,1,53.37
2,18,14,1,45.77
3,35,27,1,655.55
5,29,21,1,120.81
1,19,17,1,25.99
1,16,14,1,26.99
1,27,20,1,14.99
5,39,35,1,46.18
1,17,13,1,100.99
1,17,15,1,32.99
2,2,2,1,42.98
6,80,63,1,149.29
3,23,19,1,62.97
1,19,17,1,30.99
5,34,26,1,338.5
1,14,12,1,82.19
5,35,27,1,821.28
1,32,24,1,40.99
2,18,16,1,620.7
7,74,58,1,907.19
5,68,57,1,576.84
12,56,42,1,628.0
1,24,21,1,8.99
2,23,23,1,38.94
5,99,74,1,32.55
4,62,52,1,172.34
3,27,19,1,168.55
1,26,25,1,26.99
2,27,21,1,35.18
1,21,19,1,22.99
1,23,19,1,65.85
1,16,15,1,56.99
1,27,25,1,21.99
1,27,25,1,46.79
1,40,33,1,258.9
1,30,23,1,25.98
1,34,27,1,12.98
3,42,36,1,64.97
1,23,17,1,107.99
1,34,25,1,60.99
1,19,16,1,33.99
1,25,19,1,62.99
2,28,24,1,39.98
1,14,12,1,142.65
3,79,54,1,49.97
1,13,10,1,32.39
4,36,26,1,42.56
1,22,20,1,20.19
1,19,16,1,19.59
6,40,30,1,78.92
1,13,13,1,21.99
1,25,24,1,52.99
2,32,31,1,43.98
3,26,21,1,35.97
8,107,83,2,82.35
2,17,15,1,30.98
2,41,31,1,28.98
7,52,42,1,212.92
2,29,22,1,37.78
2,43,38,1,29.98
3,39,34,1,17.98
3,32,25,1,76.97
1,22,18,1,58.99
2,21,16,1,90.58
2,65,49,1,30.78
2,19,19,1,101.38
1,13,13,1,36.99
1,13,11,1,7.99
5,59,43,1,124.56
1,22,19,1,23.99
2,32,25,1,133.98
23,125,98,1,714.2
1,12,10,1,48.79
1,14,12,1,58.99
8,73,58,1,250.71
1,39,35,1,26.99
2,36,34,1,140.27
1,21,20,1,94.9
2,36,26,1,33.98
2,17,17,1,77.7
2,19,15,1,27.38
1,28,27,1,16.59
1,19,17,1,22.99
1,20,16,1,166.96
1,30,25,1,16.59
2,18,15,1,38.58
7,49,34,1,262.77
10,67,57,1,917.5
1,18,18,1,18.99
2,34,26,1,28.98
2,18,17,1,104.6
4,26,22,1,145.17
8,48,33,1,935.81
6,47,39,1,29.98
2,19,17,1,111.96
3,44,34,1,63.97
1,11,11,1,68.8
3,23,23,1,214.42
16,91,64,1,17859.5
1,31,24,1,20.58
3,47,38,1,68.97
1,19,16,1,46.79
6,54,40,1,43.85
1,17,16,1,21.99
1,18,18,1,32.99
1,18,16,1,8.19
1,16,15,1,41.59
1,25,22,1,34.59
2,13,12,1,54.58
1,19,18,1,41.59
1,33,30,1,34.59
2,15,14,1,73.18
1,10,9,1,74.18
1,28,24,1,34.59
1,14,13,1,34.59
1,16,15,1,36.59
2,15,14,1,59.38
1,33,28,1,37.59
1,16,15,1,8.38
1,20,19,1,34.59
1,22,22,1,40.59
1,15,12,1,43.99
3,22,20,1,19.37
1,18,18,1,32.98
3,20,17,1,168.96
1,13,12,1,39.59
2,48,35,1,42.58
6,50,47,1,262.9
6,27,27,1,110.84
4,23,19,1,69.96
1,35,34,1,40.59
1,17,15,1,52.79
1,22,19,1,48.99
6,43,39,1,80.3
1,11,10,1,38.59
11,67,53,1,1104.58
1,15,10,1,47.99
6,96,77,1,144.94
1,12,11,1,161.4
7,73,62,1,71.92
1,13,11,1,240.94
6,25,25,1,129.13
10,278,215,1,260.46
10,66,53,1,230.51
2,32,25,1,64.98
2,32,31,1,63.78
5,28,22,1,47.49
1,21,19,1,37.59
3,29,23,1,66.57
1,12,11,1,41.59
3,42,36,1,27.97
2,24,21,1,96.58
1,30,26,1,475.75
1,49,24,1,34.59
1,33,28,1,36.59
4,33,29,1,359.8
2,22,21,1,50.78
3,27,21,1,224.97
2,37,28,1,38.58
1,18,16,1,25.99
4,19,16,1,30.0
2,18,14,1,40.18
9,71,53,1,511.62
1,15,12,1,23.19
9,83,64,1,600.04
2,36,32,1,41.98
2,39,35,1,53.8
4,70,65,1,52.96
3,46,42,1,48.97
3,44,20,1,47.48
1,16,15,1,43.99
3,22,20,1,28.73
1,26,25,1,84.19
2,36,36,1,27.49
5,38,33,1,613.6
2,34,31,1,28.98
1,9,8,1,36.59
2,17,15,1,107.78
7,49,36,1,103.9
1,26,21,1,17.99
10,58,42,1,1221.75
7,104,72,1,76.93
5,32,26,1,470.79
2,21,17,1,92.98
2,48,42,2,138.38
1,12,11,1,48.99
3,53,42,1,137.97
1,18,15,1,28.99
13,68,47,1,1268.4
3,54,43,1,13.98
1,18,15,1,38.59
1,11,10,1,13.9
3,25,21,1,453.43
1,28,25,1,20.99
2,16,12,1,29.18
2,43,37,2,59.17
1,14,13,1,25.99
5,46,36,1,30.96
1,31,24,1,61.99
1,16,14,1,495.93
5,44,33,1,100.67
2,25,18,1,45.98
1,12,10,1,80.9
1,16,14,1,22.19
2,20,16,1,87.54
1,19,16,1,40.99
3,38,27,1,105.36
4,35,30,1,51.56
2,38,29,1,87.86
1,20,17,1,51.79
1,15,14,1,20.99
4,46,34,1,42.94
1,27,27,1,37.59
3,9,9,1,90.97
5,42,37,1,165.55
1,30,26,1,22.99
1,13,11,1,38.39
1,22,17,1,253.29
7,69,48,1,293.9
1,10,9,1,37.59
2,25,12,1,106.77
1,17,16,1,41.59
1,14,13,1,40.59
2,23,21,2,88.98
1,19,18,1,35.59
1,12,11,1,34.59
7,63,45,2,164.94
1,18,15,1,36.59
1,10,9,1,39.59
4,36,29,1,183.36
1,17,16,1,37.59
1,10,9,1,40.59
1,14,12,1,35.59
1,14,13,1,40.59
3,26,21,1,103.77
2,22,18,1,72.18
1,13,13,1,40.59
1,12,11,1,41.59
1,19,18,1,41.59
2,25,18,1,70.18
1,13,12,1,41.59
1,19,19,1,38.59
3,25,14,1,171.95
1,14,13,1,36.59
1,17,15,1,86.99
1,12,11,1,40.59
1,16,15,1,38.59
1,13,12,1,36.59
2,15,15,1,73.18
2,26,24,1,75.18
1,16,15,1,37.59
1,16,13,1,35.59
1,21,18,1,36.59
2,18,15,1,76.18
1,17,16,1,39.59
1,10,9,1,35.59
1,9,8,1,44.99
1,18,17,1,85.98
1,57,36,1,41.59
1,29,25,1,40.59
7,49,34,1,60.73
1,17,16,1,35.59
1,18,17,1,39.59
2,38,28,1,42.98
5,17,17,1,130.75
1,12,12,1,17.19
2,32,27,1,38.98
1,8,8,1,17.99
6,65,49,1,56.45
1,22,20,1,8.99
1,17,15,1,13.99
1,29,28,1,82.19
1,17,16,1,26.99
10,34,31,1,53.11
2,49,37,1,24.17
1,41,20,1,47.0
1,11,11,1,7.5
5,39,33,1,82.54
1,22,20,1,49.79
2,21,17,1,35.18
3,143,104,1,43.97
1,16,14,1,107.0
5,57,48,1,67.96
3,7,7,1,54.37
3,48,32,1,74.77
3,81,39,1,39.95
1,19,18,1,64.99
4,51,39,1,50.95
4,43,39,1,58.96
7,47,39,1,85.42
1,26,23,1,12.98
10,100,87,7,951.7
3,34,28,1,26.97
3,82,57,1,276.48
2,24,21,1,27.98
2,40,32,1,18.76
1,19,18,1,21.99
4,36,31,1,58.15
1,31,30,1,39.98
4,33,24,1,757.96
9,94,64,1,163.1
3,32,26,1,25.97
4,82,57,1,115.36
3,46,39,2,47.56
1,13,12,1,62.99
5,33,27,1,1506.2
3,36,27,1,185.98
1,27,21,1,82.99
1,17,15,1,7.98
2,37,18,1,19.8
3,61,45,1,66.55
2,19,16,1,13.98
16,82,55,1,978.59
1,18,18,1,65.99
4,22,17,1,65.36
3,35,33,1,54.57
1,25,22,1,100.99
1,13,11,1,21.59
1,16,14,1,37.95
6,47,42,1,166.68
2,14,12,1,22.98
5,46,40,1,572.36
8,61,45,1,664.86
7,37,29,1,34.39
1,19,18,1,40.99
1,12,11,1,506.75
2,41,38,1,222.99
4,81,35,1,60.36
3,37,27,1,28.18
1,21,19,1,154.9
10,59,46,1,1364.51
11,57,43,1,893.41
1,43,20,1,66.99
5,30,22,1,148.0
1,20,20,1,26.59
6,35,25,1,81.34
4,28,24,1,1123.4
3,30,28,1,41.95
3,42,37,1,40.97
1,59,45,1,12.99
2,19,17,1,30.78
2,33,27,1,104.98
1,18,18,1,28.99
6,53,41,1,37.41
3,29,25,1,59.96
1,26,22,1,22.99
3,24,22,2,64.97
2,25,18,1,73.38
11,134,88,1,1455.23
1,20,18,1,19.99
5,38,27,1,354.3
4,23,21,2,1001.7
2,25,19,1,24.58
1,21,19,1,16.19
2,29,21,1,156.7
1,16,14,1,19.59
1,18,17,1,5.99
2,47,42,1,36.98
1,11,11,1,25.99
5,20,16,1,306.7
2,20,16,1,40.98
2,29,24,1,9.18
1,13,13,1,66.99
1,40,36,1,23.19
1,17,15,1,19.39
1,17,16,1,144.7
6,36,26,1,118.92
1,35,27,1,32.99
1,33,28,1,22.99
1,18,15,1,128.99
5,47,42,1,21.48
1,17,17,1,24.19
1,33,30,1,16.59
3,31,27,1,55.97
1,18,15,1,45.79
2,30,25,1,36.98
1,25,24,1,19.99
4,28,26,1,17.0
1,23,21,1,150.7
13,78,56,1,145.79
9,66,50,1,143.72
1,21,18,1,485.6
1,20,17,1,22.19
1,20,18,1,22.99
7,53,41,1,50.86
1,13,11,1,2.2
2,56,51,2,50.98
6,109,84,2,206.9
8,75,63,1,31.96
3,33,27,1,48.37
1,12,10,1,22.19
2,30,28,1,36.98
3,27,24,1,97.17
2,22,20,1,49.91
1,13,11,1,51.8
4,48,39,1,24.87
1,15,15,1,16.99
3,48,34,1,83.57
15,87,62,1,748.19
1,19,16,1,24.99
1,15,13,1,62.99
1,19,17,1,29.99
2,25,25,1,51.54
1,16,13,1,647.9
5,47,38,1,30.97
1,28,25,1,10.99
1,10,10,1,16.19
11,158,128,2,709.28
10,68,57,1,199.17
11,115,83,1,209.59
4,38,30,1,56.96
17,61,47,1,593.68
13,68,48,1,146.31
4,32,24,1,156.94
4,48,37,1,448.95
1,30,27,1,57.99
4,24,20,1,143.8
3,24,22,1,59.77
4,69,54,1,38.96
1,32,29,1,24.19
2,28,24,1,220.7
1,19,17,1,52.79
1,16,14,1,21.19
9,94,61,1,1220.35
1,22,17,1,52.79
3,57,45,1,15.97
1,31,25,1,16.79
7,13,13,1,232.44
3,55,42,1,11.48
2,20,20,1,47.98
3,40,30,1,78.56
17,69,51,1,524.87
1,18,16,1,28.19
4,35,25,1,15.0
1,29,26,1,106.99
1,45,36,1,7.99
1,23,21,1,11.99
1,29,24,1,24.99
1,19,17,1,10.98
1,11,9,1,28.19
1,14,13,1,27.99
2,20,16,1,29.58
1,33,31,1,102.0
1,27,24,1,103.0
3,56,46,1,104.25
6,69,47,1,147.13
1,19,17,1,20.58
1,19,18,1,5.5
2,44,33,1,96.7
4,46,35,1,38.91
1,15,13,1,34.68
2,20,18,1,36.38
1,10,10,1,25.99
2,23,19,1,70.56
1,13,11,1,11.19
4,43,35,1,55.17
8,61,52,1,690.4
2,19,15,1,27.98
1,21,19,1,63.99
1,22,20,1,22.99
2,26,22,1,16.58
8,65,58,1,60.38
2,30,26,1,24.97
1,14,12,1,43.99
2,51,46,1,57.96
7,48,38,1,306.93
1,14,11,1,123.96
1,11,11,1,18.19
1,10,10,1,301.85
6,51,39,1,307.34
2,32,25,1,311.32
2,42,35,1,25.48
1,32,30,1,21.39
2,35,31,1,33.18
1,12,11,1,563.8
3,30,28,1,40.97
2,64,54,1,19.49
4,91,75,1,69.76
6,42,33,1,110.3
1,18,16,1,26.19
2,24,22,2,101.89
2,26,24,2,79.92
1,9,9,1,18.59
10,46,33,1,684.56
1,19,18,1,77.99
1,26,20,1,147.7
1,17,15,1,25.99
5,59,50,1,85.27
6,49,39,1,55.83
1,29,21,1,61.99
3,27,23,1,151.97
2,21,18,1,123.12
2,32,27,1,124.89
4,43,31,1,123.99
1,21,20,1,30.97
2,21,18,1,31.97
1,16,13,1,59.0
6,34,26,1,396.1
3,35,27,1,49.52
7,91,65,1,425.73
1,58,44,1,323.0
1,22,19,1,26.99
9,44,36,1,675.6
1,26,24,1,15.99
3,35,31,1,162.93
1,16,14,1,4.99
5,30,28,2,1108.7
2,31,29,1,36.98
2,47,41,1,31.49
1,22,17,1,21.99
3,19,15,1,47.57
4,60,44,1,93.95
1,30,21,1,49.79
1,19,16,1,19.99
2,28,22,1,38.98
1,30,29,1,24.59
2,12,12,1,32.18
4,31,25,1,176.93
3,62,45,1,45.11
1,25,20,1,32.99
1,15,13,1,58.99
1,17,15,1,38.39
12,68,50,1,226.68
6,30,26,1,49.78
1,16,14,1,63.99
2,44,20,1,183.5
1,17,15,1,23.99
5,30,22,1,137.75
5,62,49,1,147.95
1,32,24,1,68.99
5,64,46,1,368.93
1,24,20,1,57.99
1,19,17,1,64.99
2,13,11,1,59.38
14,108,78,1,1189.27
2,19,15,1,66.98
2,27,22,1,26.98
2,21,17,1,849.7
4,142,107,1,69.56
1,21,20,1,14.99
1,11,11,1,23.99
22,103,75,1,1221.01
2,26,19,1,411.94
1,14,12,1,16.79
1,46,39,1,373.8
1,15,14,1,19.59
2,26,24,1,71.75
1,10,10,1,25.99
4,34,28,1,17.78
1,29,26,1,16.98
1,20,18,1,22.99
6,39,37,1,122.13
4,30,26,1,64.96
4,32,30,1,47.96
2,23,21,2,75.98
3,74,54,1,122.59
4,36,27,1,69.56
1,15,13,1,36.99
1,11,11,1,106.99
2,24,18,1,15.46
2,17,17,1,46.98
6,51,37,1,69.45
3,42,36,1,86.97
3,37,30,1,47.97
18,216,176,12,1319.63
2,46,36,1,24.98
5,51,41,1,268.23
2,19,16,1,107.95
1,10,10,1,77.99
2,23,22,1,112.18
5,35,28,1,80.55
2,23,17,1,23.78
2,40,37,1,210.46
3,17,17,1,67.85
9,118,85,1,175.32
3,27,23,1,471.48
8,73,49,1,102.5
1,18,16,1,18.99
2,20,15,1,316.65
4,44,37,1,101.95
1,53,44,1,111.14
1,18,18,1,48.79
4,27,21,1,63.36
3,42,33,1,273.7
1,36,29,1,22.19
1,15,13,1,128.9
2,22,18,1,30.98
1,42,38,1,17.99
3,28,21,2,59.57
2,26,23,2,23.18
2,15,12,1,60.98
3,35,29,1,37.97
1,26,22,1,59.87
1,21,19,1,8.99
1,17,15,1,24.99
1,27,25,1,24.99
5,60,45,1,32.15
3,38,31,1,38.97
36,238,182,10,1223.57
10,87,65,1,198.91
1,15,13,1,28.75
5,58,46,2,138.95
2,40,32,1,19.99
1,70,53,1,12.98
73,500,466,25,1938.09
11,122,93,1,54.42
3,56,42,1,63.97
2,27,23,1,48.18
1,45,37,1,22.99
9,56,40,1,254.59
47,445,358,21,1576.33
1,22,21,1,52.79
2,40,36,1,133.58
1,28,28,1,10.5
1,10,10,1,70.96
1,18,16,1,18.99
1,14,12,1,8.5
3,48,42,1,49.17
1,10,10,1,14.99
2,16,12,1,57.58
1,19,17,1,20.99
8,131,100,2,294.92
2,23,21,1,34.98
2,51,47,1,52.98
1,15,15,1,17.39
6,45,37,2,90.14
1,37,33,1,26.99
2,21,17,1,5.98
3,99,82,1,91.97
1,15,12,1,83.99
1,19,17,1,17.99
1,16,14,1,25.99
3,67,53,1,83.57
2,27,21,1,73.98
1,13,11,1,8.19
16,97,80,1,756.18
2,39,28,1,47.14
4,32,25,1,26.47
1,12,10,1,4.5
1,33,26,1,8.99
4,32,28,1,57.94
6,52,37,1,102.54
5,53,39,1,54.97
10,116,92,1,92.29
3,6,6,1,45.97
2,58,47,1,9.97
3,33,31,1,77.97
5,36,26,1,54.74
3,40,18,1,49.97
4,25,18,1,34.37
2,30,24,1,38.98
12,122,112,4,480.85
3,14,14,1,41.17
1,12,11,1,124.5
1,18,18,1,24.79
2,23,21,1,14.58
5,52,39,1,219.55
4,32,24,1,22.47
4,27,23,1,239.22
3,31,28,1,88.97
2,21,18,1,608.87
4,43,34,2,159.36
5,54,38,1,281.1
3,37,31,1,122.93
1,86,65,1,171.94
1,16,16,1,44.99
2,16,15,1,422.5
1,22,18,1,53.07
1,33,28,1,78.9
1,18,16,1,14.98
2,20,16,1,67.04
5,35,28,1,22.46
1,18,14,1,61.99
1,105,95,1,279.84
1,46,40,1,25.99
1,8,8,1,69.59
1,9,8,1,13.96
1,12,12,1,87.19
1,11,9,1,156.75
2,23,19,1,34.98
1,15,13,1,228.75
3,30,23,1,87.54
1,22,20,1,8.99
2,30,26,1,67.04
1,14,13,1,42.99
1,30,29,1,88.85
1,18,16,1,25.99
5,35,24,1,134.98
2,16,14,1,27.98
2,45,32,1,33.78
2,22,18,1,373.7
20,110,76,1,328.61
1,14,11,1,29.99
3,24,18,1,345.75
1,12,11,1,43.99
7,43,36,1,568.45
1,23,20,1,62.59
1,25,25,1,28.99
4,31,24,1,30.6
3,32,30,1,407.4
3,64,52,1,1037.21
2,20,16,1,143.42
8,42,33,1,77.72
3,29,23,1,44.17
5,49,40,1,533.95
2,34,29,1,27.36
1,17,17,1,25.99
4,20,19,1,74.96
2,26,22,1,1149.5
3,41,38,1,30.91
3,35,31,1,180.97
1,19,18,1,1306.35
2,43,34,1,93.94
1,13,11,1,148.99
2,20,20,1,40.68
4,24,20,1,162.91
4,25,25,1,92.96
1,24,21,1,125.9
5,39,36,2,173.55
2,20,19,1,180.6
4,40,31,1,373.04
1,14,12,1,21.99
2,25,23,1,82.57
1,14,14,1,156.5
7,43,39,1,68.37
4,38,36,1,58.96
1,22,20,1,23.99
2,71,51,2,447.61
1,19,17,1,18.99
2,74,59,1,179.77
1,16,14,1,6.99
1,19,17,1,97.58
7,48,43,1,467.8
5,42,29,1,78.92
1,23,19,1,152.7
7,37,28,1,1161.33
4,34,30,1,72.16
1,16,14,1,104.95
2,29,24,2,104.18
2,25,23,1,43.28
1,16,15,1,22.19
1,26,26,1,28.99
1,15,14,1,61.07
3,64,56,1,17.97
2,32,27,1,35.98
1,13,12,1,78.99
1,14,12,1,26.99
1,27,24,1,36.98
1,27,21,1,724.82
6,44,32,1,48.87
2,49,39,1,14.49
5,47,41,1,91.95
1,21,18,1,340.7
6,51,39,1,74.14
3,26,24,1,54.77
4,50,38,1,53.95
2,40,30,1,22.79
2,37,29,2,116.98
5,153,104,1,137.45
4,43,29,1,80.38
1,87,81,1,257.0
3,35,31,1,326.25
2,32,25,1,41.74
3,25,19,1,98.14
1,13,11,1,12.98
2,27,23,1,49.53
2,18,14,1,36.18
1,18,17,1,23.59
1,19,16,1,13.39
3,20,18,1,139.97
6,49,44,1,22.45
1,27,22,1,28.19
2,19,15,1,4.49
2,21,16,1,530.55
2,16,14,1,36.98
1,24,19,1,23.99
5,51,49,1,1106.0
1,26,23,1,20.59
1,12,12,1,25.59
2,47,41,1,30.98
1,15,15,1,72.19
1,11,11,1,36.57
1,37,28,1,48.19
3,42,35,1,51.97
1,70,34,1,11.96
1,21,19,1,30.99
9,77,53,1,148.9
9,76,61,1,263.9
5,58,42,1,95.94
1,25,21,1,118.8
4,31,27,1,42.96
6,50,34,1,70.29
6,115,73,1,104.88
4,47,41,1,218.06
7,73,60,1,172.33
