visits,hits,pageviews,transactions,totalTransactionRevenue
2,121,75,1,829.0
1,23,21,1,7.83
1,25,19,1,29.5
1,17,13,1,54.36
1,13,11,1,23.8
2,22,18,1,59.76
4,29,21,1,56.06
2,51,38,1,74.84
2,33,24,1,40.48
1,17,14,1,578.15
1,22,16,1,90.5
1,13,11,1,73.03
5,38,28,1,644.5
4,28,20,1,120.34
1,41,34,1,310.47
8,72,50,2,672.96
2,20,15,1,25.08
2,24,21,2,2103.69
4,11,11,1,41.86
1,11,10,1,313.67
3,35,29,1,345.03
1,13,12,1,29.25
2,41,26,1,111.24
2,27,22,1,70.84
1,34,30,1,41.39
3,38,31,1,39.67
2,22,16,1,36.48
1,22,20,1,36.08
1,67,52,1,12.59
7,17,17,1,12.38
3,50,36,1,92.85
1,47,35,1,6.15
5,19,16,1,402.73
2,67,44,1,32.68
1,28,21,1,51.71
1,46,33,1,86.49
3,39,27,1,15.96
4,49,39,1,41.97
1,50,35,1,26.37
11,159,112,1,227.03
2,32,28,1,22.09
5,10,10,1,138.85
6,51,39,1,82.4
2,148,114,1,48.47
5,109,69,1,108.63
5,62,46,1,90.14
1,60,38,1,60.66
1,19,17,1,33.97
1,13,10,1,26.77
5,45,32,1,84.83
1,39,30,1,63.55
2,37,33,1,35.0
10,75,53,1,417.02
4,122,88,2,10.7
3,48,41,1,18.98
4,46,34,1,94.47
8,75,52,1,40.94
4,26,21,1,392.84
6,114,81,1,178.84
3,30,24,1,61.11
1,28,20,1,29.99
4,38,29,2,80.76
2,104,46,1,114.48
3,36,27,1,105.91
2,74,49,1,51.46
7,63,48,1,73.05
3,38,28,1,64.47
6,63,47,1,215.0
20,279,179,1,179.32
1,27,23,1,35.24
1,17,15,1,29.49
1,44,38,1,26.49
1,21,15,1,65.82
2,25,21,1,102.31
1,17,13,1,25.29
3,17,16,1,290.71
1,14,12,1,53.21
2,30,24,1,30.3
1,27,24,1,53.12
2,26,19,1,55.08
1,11,9,1,579.15
4,36,28,1,193.93
2,24,20,1,43.55
2,43,32,1,67.44
2,10,8,1,209.93
1,29,25,1,76.34
8,52,34,1,99.24
1,16,13,1,42.49
2,30,26,1,16.96
1,19,15,1,382.88
3,32,23,1,58.07
3,42,34,1,687.91
1,22,18,1,34.89
5,39,27,1,43.2
4,54,41,1,80.79
3,41,32,1,186.58
22,165,115,2,419.83
8,58,38,1,145.51
4,60,46,1,13.46
1,21,17,1,32.49
1,34,26,1,108.49
2,16,14,1,72.97
1,13,11,1,13.21
1,14,12,1,31.01
2,78,36,1,46.0
8,90,66,1,168.02
3,29,23,1,110.23
2,31,25,1,41.48
2,32,25,1,44.27
2,27,23,1,56.47
2,43,35,1,96.32
3,33,27,1,1656.57
1,15,13,1,15.17
1,27,24,1,19.15
3,33,26,1,621.84
1,28,25,1,298.07
6,90,64,1,311.13
2,94,76,2,101.0
2,26,20,1,44.4
1,32,30,1,34.84
1,13,11,1,47.95
3,24,18,1,51.95
4,45,34,1,23.1
2,45,38,2,71.18
3,39,31,1,378.45
2,22,18,1,38.48
4,60,43,1,88.62
1,16,11,1,29.49
4,45,31,1,74.47
7,80,55,1,103.27
4,85,59,1,65.46
4,64,55,1,380.17
3,43,36,1,83.64
3,27,21,1,11.56
1,18,14,1,73.78
2,26,21,1,72.36
6,40,28,1,140.6
3,39,33,2,233.13
3,30,23,1,367.51
1,41,36,1,76.89
2,40,33,1,45.55
4,34,26,1,172.64
3,34,28,1,48.47
2,15,12,1,46.18
2,95,71,1,17.99
7,72,51,1,134.11
1,42,31,1,42.59
6,75,60,1,380.96
2,42,35,2,794.61
1,46,35,1,25.93
9,61,43,1,149.89
2,21,16,1,42.95
1,18,13,1,45.21
2,58,51,1,21.45
1,43,31,1,27.18
3,58,47,1,121.49
1,12,10,1,323.74
6,59,47,1,159.78
1,12,10,1,17.49
1,19,17,1,402.08
2,22,20,1,253.76
1,33,30,1,20.58
2,50,38,1,628.76
5,72,56,1,164.2
6,46,34,1,70.84
2,26,22,1,15.06
1,23,20,1,119.99
2,26,22,1,31.68
1,15,13,1,37.49
4,28,23,1,107.46
7,66,51,1,200.24
4,24,19,1,95.74
1,15,14,1,581.38
4,50,41,1,218.6
2,58,48,1,19.86
9,120,96,1,243.62
11,130,96,1,127.38
3,37,30,1,54.58
3,132,92,3,505.0
1,27,24,1,58.82
1,7,7,1,26.91
2,58,45,1,43.08
1,43,35,1,38.49
1,12,10,1,22.69
2,60,43,1,10.99
17,124,86,1,400.61
3,28,22,1,14.3
6,86,63,1,462.56
1,80,70,1,17.74
10,60,51,1,141.59
4,2,2,1,111.55
6,57,44,1,117.26
4,122,88,1,32.34
2,31,26,1,80.46
1,16,14,1,182.47
2,11,11,1,44.18
1,12,10,1,34.61
1,36,26,1,55.78
1,34,31,1,3.16
2,32,25,1,275.07
1,13,11,1,27.49
1,23,18,1,397.46
1,23,17,1,35.7
3,44,31,1,93.05
1,21,18,1,27.01
10,94,66,1,388.75
1,25,21,1,96.59
1,13,11,1,80.62
2,28,22,1,29.48
1,15,13,1,21.49
1,26,20,1,71.8
3,53,42,1,688.47
4,40,30,1,157.75
12,120,83,1,224.25
2,42,36,1,80.06
3,36,30,1,37.54
1,19,17,1,94.76
1,40,32,1,93.76
3,52,40,1,355.7
1,27,24,1,23.29
1,9,8,1,12.84
3,35,27,1,65.28
1,19,17,1,36.01
3,32,24,1,47.2
1,21,16,1,41.59
6,13,13,1,322.49
2,22,18,1,46.64
1,11,11,1,25.49
3,26,20,1,71.54
3,72,58,1,3.56
3,53,37,1,29.8
6,57,42,1,85.72
13,126,85,1,215.95
1,57,43,1,30.55
3,41,31,1,179.64
2,193,138,2,5.09
3,49,38,1,47.85
1,13,11,1,27.09
1,44,36,1,17.49
1,41,34,1,102.77
2,25,19,1,103.05
1,44,40,1,93.49
1,17,15,1,75.97
1,19,17,1,54.46
3,60,45,1,65.91
1,38,31,1,49.6
5,162,108,1,5.77
6,18,14,1,79.74
8,69,52,1,301.31
1,17,15,1,24.49
8,42,31,1,127.46
3,56,40,1,51.98
3,31,25,1,67.95
1,46,33,1,36.49
6,42,30,1,42.19
3,26,20,1,58.84
1,41,20,1,70.82
6,28,24,1,144.3
1,29,23,1,47.29
1,31,25,1,11.99
5,45,39,1,827.73
4,40,32,1,89.16
1,11,9,1,74.77
10,61,41,1,127.81
3,32,25,1,12.03
2,46,38,1,42.74
1,17,14,1,49.29
3,10,10,1,35.79
4,70,43,1,64.45
3,73,55,1,159.0
1,28,25,1,47.53
6,53,39,1,192.35
3,52,39,1,1196.51
9,94,70,1,1101.94
1,35,30,1,32.02
2,67,48,1,105.43
12,111,77,1,359.29
4,53,40,1,32.44
3,26,23,1,112.91
4,33,24,1,71.14
1,60,51,1,129.06
10,78,55,1,186.46
4,82,54,1,45.85
1,32,29,1,90.49
7,59,45,1,122.63
5,64,44,1,302.34
5,38,27,1,91.58
4,62,44,1,151.46
6,142,97,1,159.42
6,54,39,1,71.32
2,30,25,1,8.23
10,57,37,1,204.76
3,28,21,1,104.27
1,15,12,1,40.49
2,33,26,1,35.73
1,25,22,1,66.1
3,26,19,1,162.37
5,35,25,1,175.61
4,17,17,1,1097.14
15,92,65,1,377.9
5,63,47,1,77.74
10,86,66,5,2771.44
6,49,35,1,151.94
2,27,20,1,252.9
1,25,23,1,21.09
6,84,60,1,328.2
5,9,9,1,41.31
1,28,22,1,24.49
3,30,24,1,16.43
2,16,12,1,407.06
3,30,27,3,81.63
2,48,33,1,109.57
1,33,31,1,101.49
2,29,25,1,52.63
7,51,35,1,225.52
1,32,28,1,165.43
1,14,14,1,86.7
2,22,17,1,62.38
1,26,15,1,87.69
3,77,59,1,350.84
1,15,13,1,40.1
1,16,12,1,23.02
6,48,36,1,263.74
6,56,41,1,385.2
3,38,27,1,90.04
6,55,38,1,287.54
1,14,12,1,93.98
4,36,28,1,731.82
8,16,16,1,172.42
1,17,14,1,121.31
1,11,9,1,60.2
8,50,34,1,433.17
1,22,20,1,60.21
1,11,9,1,179.9
1,10,9,1,30.0
2,41,31,1,312.01
1,8,8,1,5.26
3,33,27,1,106.09
4,18,17,1,70.75
5,39,29,1,119.05
1,39,32,1,158.0
4,42,33,1,86.64
1,25,21,1,38.57
1,27,22,1,209.0
4,104,78,1,10.55
9,142,88,1,304.43
3,73,52,1,61.8
3,95,64,1,183.95
7,382,233,1,127.44
6,86,71,1,116.18
4,22,18,1,80.84
9,55,36,1,530.34
1,14,12,1,11.79
19,292,202,1,1894.18
2,18,14,1,123.0
6,66,45,1,179.9
4,12,10,1,197.35
1,15,15,1,16.99
20,220,143,1,364.64
1,22,21,1,394.86
1,17,14,1,306.85
2,85,62,1,23.98
1,31,27,1,20.99
2,35,27,1,127.98
1,37,27,1,125.99
4,27,19,1,147.0
1,16,13,1,47.79
1,14,11,1,8.99
2,52,39,1,181.0
2,34,30,1,34.58
8,12,12,1,370.73
2,31,27,1,34.78
1,12,11,1,20.59
4,35,26,1,282.0
1,26,23,1,58.93
1,9,9,1,47.79
3,94,69,1,33.97
3,47,39,1,41.77
8,99,70,1,125.78
4,81,62,1,35.91
10,116,91,1,276.38
1,25,19,1,24.99
3,69,51,1,19.38
3,49,40,1,71.57
5,136,97,1,305.55
11,84,61,1,313.89
3,36,27,1,46.97
21,136,89,1,16032.75
3,23,17,1,180.4
2,23,19,1,30.18
16,95,61,1,181.61
4,34,25,1,42.94
1,14,12,1,36.38
3,102,70,1,252.7
3,78,63,1,30.37
1,18,16,1,23.99
1,54,46,1,19.99
3,36,29,1,92.97
1,34,24,1,12.99
2,40,31,1,62.85
1,24,16,1,33.99
3,49,39,1,73.57
9,89,64,1,444.84
2,56,46,1,35.95
14,93,59,1,372.56
3,41,35,1,654.0
1,20,18,1,13.39
1,29,25,1,47.99
1,12,10,1,50.97
2,27,21,1,316.33
1,18,15,1,45.79
4,27,24,1,67.96
3,42,33,1,160.85
1,23,18,1,14.59
1,22,20,1,35.19
5,107,82,1,35.95
3,52,41,1,67.48
3,54,37,1,89.57
2,37,31,1,46.58
2,47,39,1,65.45
1,12,12,1,21.99
1,37,29,1,7.99
1,26,24,1,27.99
3,47,34,1,22.17
1,53,44,1,23.99
5,12,12,1,27.97
2,36,28,1,34.98
4,42,29,1,28.0
1,17,13,1,25.99
2,66,49,1,41.78
4,51,34,1,118.96
1,27,21,1,14.59
2,30,22,1,74.96
6,123,93,1,123.34
3,65,45,1,24.97
1,37,34,1,21.99
4,64,43,1,202.95
1,22,19,1,19.99
2,28,22,1,28.98
3,28,18,1,54.97
1,22,19,1,26.99
2,18,15,1,32.78
1,22,19,1,10.99
2,17,14,1,169.12
6,56,44,1,766.14
2,30,22,1,25.39
8,78,57,1,151.12
3,59,51,1,14.57
1,14,13,1,35.99
7,8,8,1,557.0
1,13,11,1,21.19
6,43,31,1,57.97
3,34,28,1,209.94
2,43,37,1,123.46
6,5,5,1,1371.67
3,24,18,1,46.97
4,21,16,1,132.57
5,59,46,1,38.46
6,46,33,1,82.47
2,31,22,1,88.98
3,61,50,1,43.77
1,11,9,1,24.99
1,14,13,1,46.99
3,26,20,1,63.7
1,25,23,1,31.19
2,18,14,1,33.18
1,14,12,1,82.96
1,39,32,1,29.19
5,146,125,1,29.95
2,23,19,1,43.98
4,11,11,1,110.96
4,52,37,1,62.96
2,24,22,1,34.78
4,40,34,1,85.36
2,39,33,1,50.77
4,76,58,1,56.56
4,74,58,1,20.49
1,25,19,1,83.93
1,28,20,1,24.99
3,42,26,1,74.96
6,58,46,1,222.8
11,125,88,1,152.85
2,24,18,1,35.98
1,23,19,1,64.99
1,24,22,1,52.79
2,47,39,1,33.98
2,19,17,2,161.88
1,14,11,1,217.7
2,25,21,1,33.78
1,11,9,1,274.55
1,23,21,1,78.99
1,14,13,1,199.0
1,15,13,1,71.95
4,66,51,1,424.4
5,160,117,1,60.95
3,37,32,3,444.97
2,22,17,1,49.98
2,23,19,1,62.98
1,15,13,1,23.99
3,24,18,1,44.37
10,72,49,1,207.82
3,61,44,1,67.97
1,75,51,1,64.59
1,17,14,1,15.59
1,14,12,1,40.98
2,25,19,1,86.98
11,8,8,1,363.39
2,30,26,1,91.67
3,35,25,1,453.7
6,44,32,1,107.92
1,15,12,1,24.99
1,20,17,1,41.99
2,45,36,1,16.96
1,19,16,1,52.79
1,15,12,1,35.19
1,28,22,1,81.99
3,23,17,1,32.78
5,71,55,1,242.46
1,16,14,1,30.99
3,62,42,1,79.77
2,28,23,1,331.29
9,79,55,1,306.98
1,28,20,1,22.99
1,32,25,1,18.99
5,63,45,1,55.96
2,21,20,1,107.94
2,41,27,1,107.22
1,18,16,1,90.94
1,20,18,1,1127.8
3,54,37,1,132.97
2,47,40,1,47.98
5,84,61,1,143.95
2,28,20,1,44.98
1,15,12,1,79.99
2,53,41,1,135.98
5,63,44,1,221.05
1,18,16,1,382.85
1,16,14,1,7.99
3,101,80,1,35.74
5,61,45,1,16.45
2,38,29,1,21.98
2,44,37,2,106.0
1,42,18,1,20.99
1,34,27,1,18.59
3,30,23,1,64.97
7,61,42,1,133.93
7,59,45,1,78.95
2,18,14,1,45.98
2,47,33,1,85.58
2,28,21,1,62.38
1,20,15,1,53.79
2,38,29,1,47.59
3,89,66,1,23.38
1,33,28,1,17.99
6,79,57,1,66.85
2,21,17,1,24.98
3,51,42,1,212.96
2,25,21,1,29.18
1,47,35,1,14.99
2,39,32,1,75.98
3,11,11,1,60.17
1,18,15,1,22.99
2,34,25,1,64.58
9,43,32,1,107.91
3,80,64,1,36.96
2,25,19,1,55.18
1,13,11,1,577.8
1,16,13,1,41.99
1,10,10,1,32.99
1,15,13,1,15.59
1,54,50,1,81.99
3,16,14,1,256.88
2,44,32,1,38.18
14,76,53,1,186.73
1,22,19,1,15.59
1,25,17,1,367.39
1,12,10,1,22.99
6,90,71,1,239.06
2,26,17,1,27.98
7,99,66,1,166.64
10,72,49,1,93.76
1,13,11,1,25.99
3,26,19,1,57.57
1,53,50,1,143.9
5,36,26,1,39.99
2,27,21,1,101.6
1,12,10,1,225.6
3,43,33,1,44.96
1,28,24,1,21.99
2,18,14,1,35.18
1,12,10,1,54.7
3,29,22,1,61.97
13,108,71,1,184.21
3,63,51,1,55.37
10,79,52,1,95.42
6,101,75,1,194.94
7,81,47,1,39.46
7,61,46,1,119.32
4,64,44,1,11.97
2,17,13,1,46.78
2,27,23,1,51.98
2,26,20,1,41.98
1,24,21,1,20.99
7,55,38,1,91.13
1,13,11,1,39.99
11,12,12,1,197.36
2,41,34,1,58.98
20,9,9,1,226.01
1,39,28,1,201.0
2,17,15,1,239.57
1,24,21,1,25.99
1,26,21,1,33.0
1,9,8,1,106.99
2,12,10,1,110.98
1,16,14,1,49.79
2,72,52,1,54.0
1,18,17,1,132.85
4,28,23,1,60.94
1,40,32,1,24.99
3,69,50,1,31.48
10,6,6,1,85.41
1,29,25,1,24.99
10,166,110,1,128.22
3,72,52,1,18.48
1,15,15,1,61.99
1,12,10,1,12.97
1,47,40,1,12.5
11,119,81,1,98.36
6,49,36,2,135.31
1,22,17,1,24.99
1,70,46,1,21.98
2,52,43,1,25.98
1,46,30,1,112.99
3,88,61,1,10.48
1,20,17,1,67.4
2,28,21,1,42.98
5,68,49,1,65.94
1,22,18,1,24.99
2,29,23,1,23.98
2,34,24,1,28.49
6,361,232,1,58.46
2,33,26,1,42.48
1,19,15,1,20.99
11,7,7,1,110.32
4,30,22,1,90.24
1,33,28,1,126.99
6,70,50,1,43.92
1,26,21,1,18.99
1,22,19,1,198.68
7,69,46,1,127.94
2,43,34,1,20.94
1,12,10,1,32.18
1,19,17,1,194.6
4,19,16,1,423.2
3,79,61,1,60.96
1,32,28,1,24.99
5,53,40,1,157.7
2,19,14,1,19.98
2,15,12,1,59.97
2,22,18,2,122.98
3,77,53,1,253.78
5,70,52,1,90.94
1,27,24,1,36.99
5,92,65,1,68.95
1,37,31,1,34.0
1,13,11,1,59.99
3,9,9,1,65.97
8,37,28,1,407.74
3,54,45,1,242.1
9,108,77,1,593.62
2,21,17,1,122.98
4,73,53,1,54.96
1,23,20,1,77.39
3,22,15,1,255.73
1,24,22,1,161.98
2,32,26,1,29.98
1,23,21,1,19.99
2,21,18,1,19.98
12,194,132,1,369.66
2,31,26,2,188.98
5,70,57,1,55.96
1,33,28,1,38.98
2,24,19,1,20.98
4,39,29,1,306.5
1,29,23,1,49.79
1,35,31,1,2401.7
8,71,48,1,122.94
1,15,12,1,47.79
1,12,10,1,25.99
5,7,7,1,90.95
5,95,39,1,31.92
2,49,36,1,31.58
1,30,21,1,128.99
2,98,72,1,9.49
6,26,26,1,3394.8
6,47,33,1,140.22
4,28,20,1,138.96
3,11,11,1,138.92
1,24,22,1,136.92
5,37,26,1,194.6
6,27,21,2,817.3
4,34,23,1,68.16
1,18,13,1,18.99
2,24,19,1,18.98
2,28,23,1,36.98
1,22,15,1,23.99
3,101,73,1,59.45
2,28,23,1,43.57
2,62,47,1,83.98
10,102,68,1,340.35
1,36,33,1,54.75
3,27,19,1,78.17
2,88,60,1,203.36
1,10,10,1,146.99
6,57,39,1,203.34
1,18,16,1,54.7
1,20,15,1,18.59
3,25,18,1,63.97
1,45,19,1,21.99
1,25,20,1,23.99
3,40,28,1,53.97
1,28,25,1,18.59
2,57,47,1,32.17
1,20,17,1,24.99
1,51,40,1,166.9
5,65,46,1,31.46
2,45,35,1,87.36
6,44,36,2,618.2
1,31,22,1,104.0
1,20,18,1,21.99
4,38,28,1,126.52
1,15,13,1,70.6
1,21,15,1,52.99
1,20,18,1,18.59
6,56,44,1,1002.59
3,12,10,1,106.17
3,98,71,1,69.57
4,34,26,1,16.96
4,46,28,1,196.68
1,57,48,1,21.99
1,12,10,1,40.99
1,52,45,1,17.19
19,129,84,1,350.23
5,70,58,5,40.95
4,18,15,1,33.56
1,13,11,1,32.99
1,24,21,1,40.99
20,117,75,1,254.21
9,67,47,1,769.55
1,12,10,1,19.59
2,85,57,1,49.18
1,30,24,1,23.19
2,36,25,1,127.8
9,59,41,1,768.55
1,16,14,1,40.99
1,12,10,1,63.99
1,29,25,1,30.37
2,19,15,1,1105.0
5,29,24,1,253.05
3,43,33,1,132.97
3,58,42,1,78.38
1,20,17,1,29.99
2,24,17,1,30.58
1,14,11,1,3.5
4,48,38,2,410.33
5,116,78,1,97.36
2,43,36,1,82.58
9,34,26,1,90.42
3,77,58,1,233.97
8,49,34,1,732.48
1,34,24,1,18.99
3,40,29,1,15.59
1,45,36,1,36.19
1,34,28,1,36.98
1,25,20,1,6.8
6,11,11,1,266.3
1,22,18,1,9.99
1,20,18,1,16.79
1,25,23,1,20.59
1,27,21,1,34.99
1,23,20,1,18.99
2,29,20,1,100.94
5,45,38,1,166.75
1,24,20,1,65.99
1,37,30,1,19.39
4,39,31,1,114.56
4,71,56,1,57.16
2,29,22,1,53.38
1,20,18,1,21.19
3,42,35,1,153.77
1,13,13,1,33.19
2,13,12,1,36.18
1,23,19,1,19.99
2,48,35,1,37.17
4,45,34,1,117.76
8,145,103,1,48.43
1,25,23,1,20.99
2,19,18,1,44.98
3,44,32,1,34.48
2,30,25,1,7.98
5,40,31,1,107.95
1,19,16,1,104.99
2,27,22,1,95.99
3,25,21,1,53.79
2,22,15,1,108.55
1,9,8,1,28.99
1,24,21,1,64.99
1,31,24,1,203.9
10,48,44,1,247.56
3,23,17,1,71.51
4,80,62,1,58.96
2,18,15,1,51.58
2,43,32,1,93.58
3,20,16,1,83.77
12,132,91,1,264.07
4,22,20,1,501.14
1,18,16,1,134.98
1,8,8,1,92.99
3,58,50,2,77.97
4,34,28,1,94.56
3,44,34,1,78.97
1,31,23,1,20.99
2,27,24,1,20.38
1,21,19,1,49.79
1,18,16,1,19.99
7,37,29,1,614.2
1,23,18,1,18.59
4,53,40,1,108.96
3,43,39,1,24.99
1,25,23,1,24.99
6,51,37,1,64.99
2,31,23,1,16.21
5,45,37,1,166.14
19,170,115,1,2447.87
1,15,12,1,66.99
4,15,12,1,61.76
3,62,48,1,87.48
2,22,18,1,24.98
1,21,18,1,19.99
1,23,17,1,29.0
1,25,21,1,18.59
2,28,22,1,50.98
6,43,36,1,186.94
1,15,13,1,31.19
4,45,33,1,80.76
1,29,24,1,68.98
2,23,20,1,98.98
3,106,72,1,27.97
2,44,33,1,176.7
8,53,40,1,62.89
1,15,15,1,24.99
1,17,16,1,23.99
5,38,28,1,62.9
5,51,42,1,67.95
2,29,25,1,30.18
1,18,13,1,22.99
7,105,85,1,38.92
3,28,26,1,72.17
9,80,59,1,415.65
3,31,26,1,265.75
6,89,69,1,96.03
1,18,16,1,22.19
2,16,13,1,45.38
13,119,90,5,685.6
1,11,10,1,35.99
6,78,55,1,126.94
8,97,76,3,208.88
3,25,19,1,179.0
1,13,11,1,1699.5
2,56,48,1,19.98
1,22,21,1,25.9
1,32,27,1,17.99
2,27,21,1,43.18
2,48,35,1,655.1
1,66,45,1,8.59
1,16,15,1,198.8
11,107,80,1,198.98
1,15,14,1,183.45
3,34,26,1,215.81
2,35,23,1,543.7
1,53,45,1,19.79
2,41,32,1,195.88
4,38,34,1,66.36
2,37,29,1,57.18
2,52,38,1,61.78
1,27,24,1,9.5
3,78,58,1,26.48
1,22,19,1,49.79
2,81,63,1,28.78
1,17,15,1,36.99
1,35,27,1,16.98
5,111,88,1,50.95
3,94,69,1,20.97
2,22,21,1,39.98
1,22,18,1,12.59
2,33,27,1,44.98
7,163,116,1,56.93
3,26,21,1,220.13
12,53,39,1,54.84
1,23,17,1,81.99
2,37,26,1,219.8
6,39,33,2,349.56
1,26,20,1,66.52
3,45,37,1,20.99
6,74,54,1,168.34
7,65,49,1,51.95
1,13,12,1,44.16
1,16,13,1,98.8
1,17,12,1,20.19
4,23,19,1,266.96
2,10,10,1,78.18
7,67,51,1,375.59
1,21,17,1,82.99
11,81,57,1,198.4
1,30,26,1,63.99
1,39,34,1,44.99
4,94,79,1,136.96
2,48,42,1,16.94
2,24,22,1,53.97
1,10,10,1,34.99
1,18,15,1,24.99
3,21,19,1,31.93
5,44,33,1,227.93
1,35,33,1,17.99
1,20,17,1,29.99
1,37,33,1,35.99
2,44,35,1,50.78
2,15,13,1,77.98
1,8,7,1,76.2
2,47,36,1,110.11
2,81,71,2,30.97
1,29,29,1,24.99
6,100,71,1,157.9
2,11,11,1,110.18
2,15,13,1,81.98
4,36,27,1,86.77
1,11,9,1,48.99
1,10,10,1,30.19
3,33,26,1,72.38
2,14,12,1,94.58
2,23,20,1,458.7
1,12,11,1,36.19
3,45,35,1,11.48
1,25,20,1,26.99
2,22,20,1,285.3
1,24,20,1,666.45
2,32,23,1,37.98
1,16,14,1,47.99
1,16,14,1,23.99
1,15,13,1,125.7
10,91,71,1,90.9
3,49,38,1,15.99
4,27,21,1,478.14
14,10,10,1,235.05
1,28,24,1,21.99
2,38,33,1,36.93
11,86,59,1,401.58
3,71,56,1,55.37
5,34,32,1,93.66
1,37,31,1,334.54
1,69,52,1,22.59
1,14,13,1,73.08
1,17,16,1,19.59
2,24,22,1,17.39
2,37,31,1,24.78
4,24,19,1,185.96
1,19,19,1,26.99
3,79,64,1,34.95
3,22,21,1,99.77
2,26,22,1,20.49
1,11,9,1,45.59
3,38,37,1,148.77
1,18,18,1,40.99
1,26,21,1,25.99
3,19,19,1,62.87
2,45,38,1,60.58
2,35,29,1,44.79
4,32,26,1,86.97
3,33,26,1,84.97
4,42,38,2,65.36
15,54,41,1,502.03
1,14,12,1,91.99
2,23,21,1,46.98
3,31,24,1,124.6
4,31,27,1,111.53
1,12,10,1,42.59
1,14,11,1,241.7
3,36,27,1,87.15
16,90,62,1,335.0
1,23,21,1,84.85
3,101,76,1,46.57
1,9,8,1,60.99
2,22,17,1,117.98
1,48,35,1,7.99
1,37,33,1,196.6
3,59,47,1,57.46
1,59,38,1,53.79
3,47,38,1,104.96
2,58,52,1,59.98
6,66,54,1,91.95
3,35,29,1,51.57
2,34,29,2,64.18
1,11,9,1,177.8
1,22,20,1,37.18
5,36,34,1,268.4
13,385,270,1,420.28
5,35,30,1,447.75
9,122,87,1,60.85
2,36,28,1,58.88
1,38,31,1,19.99
3,45,36,1,64.97
2,40,31,1,36.75
1,19,18,1,27.99
2,25,21,1,48.38
2,24,24,1,50.98
3,24,20,1,31.17
5,21,19,2,171.53
1,81,69,1,47.79
2,21,18,1,38.98
6,44,32,1,224.38
1,22,20,1,325.0
1,30,27,1,21.19
1,13,12,1,24.19
2,35,28,1,12.47
5,41,32,1,123.75
5,32,30,1,203.11
1,21,18,1,354.6
1,21,21,1,21.99
2,65,53,1,47.18
5,55,41,1,112.71
3,51,42,1,46.37
1,20,16,1,4.5
4,35,28,1,127.31
1,9,9,1,38.38
1,21,19,1,20.59
5,44,37,1,77.75
4,60,46,1,46.37
3,43,34,1,17.95
1,29,22,1,98.99
3,102,83,1,170.97
1,50,44,1,16.0
2,44,40,1,83.98
1,38,35,1,101.99
6,45,35,1,54.45
4,103,49,1,24.8
4,28,24,1,241.97
2,60,47,1,22.98
9,50,42,1,117.41
1,32,29,1,22.59
2,28,24,1,28.98
1,24,16,1,11.39
2,31,25,1,35.98
4,68,53,1,109.96
1,21,21,1,36.99
1,22,19,1,5.99
5,45,33,1,145.95
4,38,30,1,205.16
4,35,32,1,77.76
3,44,37,1,123.57
1,37,26,1,22.19
2,39,32,1,49.18
2,58,41,1,69.98
10,52,40,1,281.25
3,27,20,1,43.77
3,60,51,1,12.98
1,22,18,1,39.99
1,36,28,1,17.99
3,11,11,1,457.58
1,72,63,1,26.99
3,11,11,1,22.48
3,32,29,1,169.97
6,32,28,1,64.41
1,9,9,1,34.99
1,13,13,1,22.99
1,38,34,1,21.99
1,24,20,1,21.99
2,20,16,1,253.6
2,15,13,1,364.35
2,15,13,1,31.97
1,10,9,1,240.5
2,30,22,1,97.98
3,30,24,1,134.57
1,28,26,1,8.2
1,29,27,1,24.99
4,37,27,1,65.96
2,12,12,1,285.5
2,19,15,1,29.18
6,68,53,1,195.94
2,21,18,1,37.98
5,43,33,1,380.7
1,35,25,1,137.12
2,50,40,1,47.76
1,57,45,1,36.97
8,154,106,1,84.08
2,28,21,1,44.38
1,30,14,1,388.75
1,15,14,1,81.19
1,15,13,1,15.59
3,16,14,1,43.17
1,13,11,1,31.99
2,22,20,1,49.78
5,84,66,1,308.51
3,62,49,1,23.77
3,37,24,1,21.57
1,26,20,1,21.99
1,10,10,1,124.99
4,40,31,1,59.56
5,44,31,1,84.14
2,36,23,1,33.18
8,95,72,1,97.21
3,52,40,1,32.17
1,40,31,1,18.99
1,35,33,1,50.99
3,40,27,1,51.88
1,20,15,1,29.19
1,31,29,1,332.75
1,13,10,1,84.96
6,13,12,1,110.93
2,27,21,1,40.98
4,49,37,1,78.16
1,16,14,1,21.99
3,39,30,1,19.97
4,33,29,1,1606.2
2,40,30,1,32.38
3,71,55,1,78.57
5,45,34,1,150.14
4,30,22,1,707.0
1,15,14,1,136.6
8,70,57,1,68.92
3,27,20,1,68.78
1,19,17,1,27.6
3,52,40,1,68.17
1,10,10,1,33.19
1,16,12,1,34.99
9,58,42,1,189.21
3,36,28,1,183.16
5,35,24,1,21.46
2,20,20,1,78.58
1,13,11,1,39.98
1,14,12,1,26.99
3,43,31,1,71.97
1,41,37,1,57.99
2,36,30,1,26.91
2,23,20,1,36.38
5,42,32,1,101.27
1,12,10,1,27.19
1,10,9,1,34.19
1,31,26,1,22.99
3,112,76,1,30.48
9,8,8,1,241.63
1,32,26,1,12.99
2,35,31,1,113.16
1,25,22,1,13.79
1,6,6,1,9.99
1,21,18,1,22.59
2,48,42,1,137.98
1,31,27,1,44.99
1,38,27,1,8.99
1,22,16,1,67.6
1,11,9,1,82.99
1,13,10,1,145.4
9,49,37,1,386.43
2,23,19,1,112.98
